"filename", "language", "XML", "JavaScript", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/coding-with-code.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/do-designers-code.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/end-the-loop.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/flexible-rows-and-columns.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/form-and-code.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/going-live.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/grid-systems-in-web-design.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/if-this-then-that.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/im-only-learning-to-code-to-create-my-portfolio.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/inspecting-the-web.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/make-it-drag.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/making-your-code-dance.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/musical-machines.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/no-code-web-development.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/no-screen-too-small.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/on-a-set-interval.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/one-fewer-click.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/so-what-is-a-website.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/technological-typography.html", "HTML", 0, 0, 0, 88, 0, 0, 29, 117
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/the-click-of-a-mouse.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/who-uses-the-web.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/lessons/working-with-variable-fonts.html", "HTML", 0, 0, 0, 1, 0, 0, 0, 1
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/resources.html", "HTML", 0, 0, 0, 214, 0, 0, 11, 225
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/sources/syllabus.html", "HTML", 0, 0, 0, 244, 0, 0, 15, 259
"/Users/gabrieldrozdov/Documents/GitHub/web-programming-workshop/style.css", "CSS", 0, 0, 2197, 0, 0, 54, 66, 2317
"Total", "-", 50, 18090, 2476, 832, 418, 2253, 2444, 26563
